Period,FDCP,Gross Salary
2017-09-30,32428|0|3|1551,3427.54
2017-09-30,32428|0|3|1559,2748.41
2017-09-30,32428|0|3|1561,2300.0
2017-09-30,32428|0|3|1567,3307.37
2017-09-30,32428|0|3|1584,3101.76
2017-09-30,32428|0|3|1600,0.0
2017-09-30,32428|0|3|1630,2129.58
2017-09-30,32428|0|3|1631,4085.57
2017-09-30,32428|0|3|1643,3900.0
2017-09-30,32428|0|3|1661,3084.26
2017-09-30,32428|0|3|1662,5218.72
2017-09-30,32428|0|3|1663,2827.24
2017-09-30,32428|0|3|1664,2055.86
2017-09-30,32428|0|3|1683,3443.1
2017-09-30,32428|0|3|1685,2621.62
2017-09-30,32428|0|3|1690,3512.99
2017-09-30,32428|0|3|1705,5.0
2017-09-30,32428|0|3|1708,4687.65
2017-09-30,32428|0|3|1709,3312.63
2017-09-30,32428|0|3|1710,2793.33
2017-09-30,32428|0|3|1711,5218.72
2017-09-30,32428|0|3|1713,3434.85
2017-09-30,32428|0|3|1724,7500.41
2017-09-30,32428|0|3|1725,3860.32
2017-09-30,32428|0|3|1743,2827.24
2017-09-30,32428|0|3|1746,3355.5
2017-09-30,32428|0|3|1747,5203.16
2017-09-30,32428|0|3|176,5786.1
2017-09-30,32428|0|3|1772,3958.61
2017-09-30,32428|0|3|1775,4176.59
2017-09-30,32428|0|3|1776,3511.3
2017-09-30,32428|0|3|1777,3932.62
2017-09-30,32428|0|3|1785,3427.54
2017-09-30,32428|0|3|1787,2400.0
2017-09-30,32428|0|3|1790,3894.25
2017-09-30,32428|0|3|1792,4153.54
2017-09-30,32428|0|3|182,4690.29
2017-09-30,32428|0|3|1825,3100.0
2017-09-30,32428|0|3|187,3803.92
2017-09-30,32428|0|3|225,3567.23
2017-09-30,32428|0|3|227,3676.73
2017-09-30,32428|0|3|228,3232.41
2017-09-30,32428|0|3|285,5597.77
2017-09-30,32428|0|3|287,3105.35
2017-09-30,32428|0|3|335,3755.05
2017-09-30,32428|0|3|362,4420.77
2017-09-30,32428|0|3|363,4894.34
2017-09-30,32428|0|3|373,3496.48
2017-09-30,32428|0|3|380,5035.1
2017-09-30,32428|0|3|394,3730.16
2017-09-30,32428|0|3|407,3652.52
2017-09-30,32428|0|3|408,3580.49
2017-09-30,32428|0|3|412,3510.86
2017-09-30,32428|0|3|42,4080.08
2017-09-30,32428|0|3|438,2621.62
2017-09-30,32428|0|3|44,5007.83
2017-09-30,32428|0|3|450,3084.26
2017-09-30,32428|0|3|463,1951.79
2017-09-30,32428|0|3|472,5436.62
2017-09-30,32428|0|3|479,5429.54
2017-09-30,32428|0|3|499,4632.74
2017-09-30,32428|0|3|525,3526.25
2017-09-30,32428|0|3|526,3567.23
2017-09-30,32428|0|3|529,3367.82
2017-09-30,32428|0|3|54,2665.27
2017-09-30,32428|0|3|55,4834.32
2017-09-30,32428|0|3|550,4620.28
2017-09-30,32428|0|3|56,3934.09
2017-09-30,32428|0|3|58,3759.14
2017-09-30,32428|0|3|598,2590.78
2017-09-30,32428|0|3|599,3238.47
2017-09-30,32428|0|3|60,5118.05
2017-09-30,32428|0|3|621,4907.58
2017-09-30,32428|0|3|65,4387.86
2017-09-30,32428|0|3|69,2968.14
2017-09-30,32428|0|3|699,2011.23
2017-09-30,32428|0|3|709,2079.26
2017-09-30,32428|0|3|71,4438.27
2017-09-30,32428|0|3|73,1648.6
2017-09-30,32428|0|3|76,3454.37
2017-09-30,32428|0|3|77,4652.07
2017-09-30,32428|0|3|776,3546.9
2017-09-30,32428|0|3|779,3084.26
2017-09-30,32428|0|3|79,3388.35
2017-09-30,32428|0|3|81,5644.71
2017-09-30,32428|0|3|820,3384.98
2017-09-30,32428|0|3|84,4684.6
2017-09-30,32428|0|3|843,4399.57
2017-09-30,32428|0|3|853,0.0
2017-09-30,32428|0|3|854,4517.5
2017-09-30,32428|0|3|861,4644.58
2017-09-30,32428|0|3|895,2873.09
2017-09-30,32428|0|3|896,3448.06
2017-09-30,32428|0|3|897,3598.3
2017-09-30,32428|0|3|909,3089.26
2017-09-30,32428|0|3|910,3816.42
2017-09-30,32428|0|3|964,6382.84
2017-09-30,32428|0|3|973,3946.1
2017-09-30,32428|9|1|1139,0.0
2017-09-30,32428|9|1|1207,0.0
2017-09-30,32428|9|1|434,0.0
2017-09-30,32428|9|1|519,0.0
2017-09-30,32428|9|1|733,0.0
2017-09-30,32428|9|3|1340,0.0
2017-09-30,32962|0|1|102,1833.37
2017-09-30,32962|0|1|105,0.0
2017-09-30,32962|0|1|113,0.0
2017-09-30,32962|0|1|115,0.0
2017-09-30,32962|0|1|119,2364.77
2017-09-30,32962|0|1|122,1769.3
2017-09-30,32962|0|1|123,2092.43
2017-09-30,32962|0|1|29,2474.89
2017-09-30,32962|0|1|32,1757.02
2017-09-30,32962|0|1|34,1195.81
2017-09-30,32962|0|1|38,0.0
2017-09-30,32962|0|1|39,2184.09
2017-09-30,32962|0|1|41,2994.07
2017-09-30,32962|0|1|42,1829.57
2017-09-30,32962|0|1|43,2723.23
2017-09-30,32962|0|1|45,5397.139999999999
2017-09-30,32962|0|1|46,2841.7400000000002
2017-09-30,32962|0|1|49,0.0
2017-09-30,32962|0|3|1,2346.09
2017-09-30,32962|0|3|10,3522.21
2017-09-30,32962|0|3|117,0.0
2017-09-30,32962|0|3|118,1883.51
2017-09-30,32962|0|3|121,3127.85
2017-09-30,32962|0|3|15,2339.67
2017-09-30,32962|0|3|16,2120.31
2017-09-30,32962|0|3|17,2041.49
2017-09-30,32962|0|3|18,3942.46
2017-09-30,32962|0|3|4,2932.27
2017-09-30,35823|0|3|12,3937.71
2017-09-30,35823|0|3|130,4935.17
2017-09-30,35823|0|3|134,2613.75
2017-09-30,35823|0|3|139,2906.64
2017-09-30,35823|0|3|141,2847.97
2017-09-30,35823|0|3|2,1175.93
2017-09-30,35823|0|3|56,2897.48
2017-09-30,35823|0|3|6,3432.11
2017-09-30,35823|0|3|76,2396.58
2017-09-30,35823|0|3|80,3694.43
2017-09-30,35823|0|3|9,796.27
2017-09-30,39398|0|1|1,3053.16
2017-09-30,39398|0|1|13,2962.4
2017-09-30,39398|0|1|16,2608.94
2017-09-30,39398|0|1|17,2856.4
2017-09-30,39398|0|1|2,3132.54
2017-09-30,39398|0|1|20,2889.56
2017-09-30,39398|0|1|214,2436.66
2017-09-30,39398|0|1|217,2719.86
2017-09-30,39398|0|1|223,0.0
2017-09-30,39398|0|1|228,2743.3500000000004
2017-09-30,39398|0|1|239,2793.03
2017-09-30,39398|0|1|257,2505.54
2017-09-30,39398|0|1|258,2321.1
2017-09-30,39398|0|1|264,1944.18
2017-09-30,39398|0|1|281,1825.29
2017-09-30,39398|0|1|283,2867.54
2017-09-30,39398|0|1|286,2803.62
2017-09-30,39398|0|1|29,2957.71
2017-09-30,39398|0|1|290,0.0
2017-09-30,39398|0|1|292,2612.99
2017-09-30,39398|0|1|293,2511.16
2017-09-30,39398|0|1|294,2511.16
2017-09-30,39398|0|1|295,2637.26
2017-09-30,39398|0|1|30,0.0
2017-09-30,39398|0|1|303,0.0
2017-09-30,39398|0|1|304,2710.79
2017-09-30,39398|0|1|306,1911.7
2017-09-30,39398|0|1|314,2867.54
2017-09-30,39398|0|1|317,2547.43
2017-09-30,39398|0|1|321,2886.85
2017-09-30,39398|0|1|326,0.0
2017-09-30,39398|0|1|327,2553.26
2017-09-30,39398|0|1|329,0.0
2017-09-30,39398|0|1|335,2507.42
2017-09-30,39398|0|1|340,2663.59
2017-09-30,39398|0|1|345,2470.76
2017-09-30,39398|0|1|349,2356.87
2017-09-30,39398|0|1|351,2747.45
2017-09-30,39398|0|1|355,2436.65
2017-09-30,39398|0|1|369,3079.59
2017-09-30,39398|0|1|375,2375.33
2017-09-30,39398|0|1|41,2644.73
2017-09-30,39398|0|1|54,0.0
2017-09-30,39398|0|1|56,3230.95
2017-09-30,39398|0|1|58,1888.62
2017-09-30,39398|0|1|61,1786.43
2017-09-30,39398|0|1|62,1956.98
2017-09-30,39398|0|1|64,3191.89
2017-09-30,39398|0|1|66,2649.26
2017-09-30,39398|0|1|78,1987.78
2017-09-30,39398|0|1|83,2971.42
2017-09-30,39398|0|1|98,1675.6
2017-09-30,39398|0|3|104,4598.04
2017-09-30,39398|0|3|107,4350.56
2017-09-30,39398|0|3|111,4795.91
2017-09-30,39398|0|3|115,2779.64
2017-09-30,39398|0|3|118,4009.73
2017-09-30,39398|0|3|119,0.0
2017-09-30,39398|0|3|120,4061.17
2017-09-30,39398|0|3|123,5513.639999999999
2017-09-30,39398|0|3|270,2905.46
2017-09-30,39398|0|3|285,3770.0
2017-09-30,39398|0|3|296,2430.73
2017-09-30,39398|0|3|300,4018.34
2017-09-30,39398|0|3|342,3121.2
2017-09-30,39398|0|3|358,2805.0
2017-09-30,39398|0|3|359,4586.0
2017-09-30,39398|1|1|324,0.0
2017-09-30,39398|1|1|330,0.0
2017-09-30,39398|1|1|341,0.0
2017-09-30,39398|1|1|344,0.0
2017-09-30,39398|1|1|352,0.0
2017-09-30,39398|1|1|368,0.0
2017-09-30,39398|1|1|371,0.0
2017-09-30,39398|1|1|381,0.0
2017-09-30,39398|1|1|382,0.0
2017-09-30,39398|1|1|383,0.0
2017-09-30,39398|1|3|348,0.0
2017-09-30,39917|0|1|157,1631.13
2017-09-30,39917|0|1|198,1391.32
2017-09-30,39917|0|1|20,1408.2
2017-09-30,39917|0|1|22,841.87
2017-09-30,39917|0|1|221,1243.69
2017-09-30,39917|0|1|31,2134.3
2017-09-30,39917|0|1|90090,2093.03
2017-09-30,39917|0|1|90169,852.22
2017-09-30,39917|0|1|90188,1399.32
2017-09-30,39917|0|3|11,2659.77
2017-09-30,39917|0|3|252,0.0
2017-09-30,39917|0|3|256,1596.55
2017-09-30,39917|0|3|257,2559.14
2017-09-30,39917|0|3|32,3049.19
2017-09-30,39917|0|3|7,0.0
2017-09-30,39917|0|3|90036,3128.13
2017-09-30,39917|0|3|90040,1982.71
2017-09-30,39917|0|3|90041,1632.93
2017-09-30,39917|0|3|90043,1992.36
2017-09-30,39917|0|3|90045,3701.96
2017-09-30,39917|0|3|90049,1670.21
2017-09-30,39917|0|3|90052,2289.04
2017-09-30,39917|0|3|90056,2150.31
2017-09-30,39917|0|3|90081,2279.83
2017-09-30,39917|0|3|90106,0.0
2017-09-30,39917|0|3|90115,0.0
2017-09-30,39917|0|3|90131,0.0
2017-09-30,39917|0|3|90134,0.0
2017-09-30,39917|0|3|90137,0.0
2017-09-30,39917|0|3|90149,0.0
2017-09-30,39917|0|3|90151,2854.4
2017-09-30,39917|0|3|90152,2649.46
2017-09-30,39917|0|3|90163,2443.54
2017-09-30,39917|0|3|90177,2761.5
2017-09-30,39917|0|3|90187,0.0
2017-09-30,39917|0|3|90195,1460.3
2017-09-30,39917|0|3|90197,2217.31
2017-09-30,39917|0|3|90200,1650.31
2017-09-30,39917|0|3|90203,2838.54
2017-09-30,39917|0|3|90206,1344.24
2017-09-30,39917|0|3|90208,1929.64
2017-09-30,39917|0|3|90212,2167.26
2017-09-30,39917|0|3|90216,2949.85
2017-09-30,39917|0|3|90220,1926.54
2017-09-30,39917|0|3|90222,2026.73
2017-09-30,39917|0|3|90233,1806.69
2017-09-30,39917|0|3|90236,1810.15
2017-09-30,39917|0|3|90237,1313.74
2017-09-30,39917|0|3|90245,676.02
2017-09-30,39917|0|3|90248,994.42
2017-09-30,39917|0|3|90249,1738.77
2017-09-30,39917|0|3|90250,1581.05
2017-09-30,39917|0|3|90253,2359.61
2017-09-30,43838|0|1|1000,2480.5899999999997
2017-09-30,43838|0|1|1001,1101.05
2017-09-30,43838|0|1|1008,2049.73
2017-09-30,43838|0|1|1017,0.0
2017-09-30,43838|0|1|1020,1981.46
2017-09-30,43838|0|1|1021,2903.12
2017-09-30,43838|0|1|1025,2607.43
2017-09-30,43838|0|1|1032,2358.45
2017-09-30,43838|0|1|1036,1021.3
2017-09-30,43838|0|1|1045,2587.14
2017-09-30,43838|0|1|1046,2182.2
2017-09-30,43838|0|1|1047,2539.79
2017-09-30,43838|0|1|1048,1739.9599999999998
2017-09-30,43838|0|1|1049,2114.21
2017-09-30,43838|0|1|1052,1512.03
2017-09-30,43838|0|1|1053,1160.93
2017-09-30,43838|0|1|1058,1726.8400000000001
2017-09-30,43838|0|1|1059,2764.21
2017-09-30,43838|0|1|1060,1641.63
2017-09-30,43838|0|1|1061,2329.41
2017-09-30,43838|0|1|1062,2466.15
2017-09-30,43838|0|1|1063,2839.1600000000003
2017-09-30,43838|0|1|1070,2602.24
2017-09-30,43838|0|1|1071,1370.4
2017-09-30,43838|0|1|1073,1386.32
2017-09-30,43838|0|1|1076,2161.23
2017-09-30,43838|0|1|1078,761.75
2017-09-30,43838|0|1|1079,1883.56
2017-09-30,43838|0|1|1080,2321.52
2017-09-30,43838|0|1|1084,1937.06
2017-09-30,43838|0|1|1085,1565.27
2017-09-30,43838|0|1|1086,2174.5299999999997
2017-09-30,43838|0|1|1088,2785.55
2017-09-30,43838|0|1|1089,1057.16
2017-09-30,43838|0|1|1091,2207.57
2017-09-30,43838|0|1|1092,1895.1000000000001
2017-09-30,43838|0|1|1097,2069.41
2017-09-30,43838|0|1|1098,2622.53
2017-09-30,43838|0|1|1102,1666.72
2017-09-30,43838|0|1|1103,2518.19
2017-09-30,43838|0|1|1106,4573.08
2017-09-30,43838|0|1|1110,2384.42
2017-09-30,43838|0|1|1113,0.0
2017-09-30,43838|0|1|1119,2775.38
2017-09-30,43838|0|1|1120,2683.2200000000003
2017-09-30,43838|0|1|1121,2992.29
2017-09-30,43838|0|1|1124,1182.3000000000002
2017-09-30,43838|0|1|1125,2053.19
2017-09-30,43838|0|1|1127,0.0
2017-09-30,43838|0|1|1129,2858.0099999999998
2017-09-30,43838|0|1|1130,2494.1
2017-09-30,43838|0|1|1131,84.55999999999999
2017-09-30,43838|0|1|1133,1527.86
2017-09-30,43838|0|1|1134,2708.2
2017-09-30,43838|0|1|343,3309.7799999999997
2017-09-30,43838|0|1|345,0.0
2017-09-30,43838|0|1|376,1766.64
2017-09-30,43838|0|1|379,3151.78
2017-09-30,43838|0|1|408,2001.84
2017-09-30,43838|0|1|413,1516.2
2017-09-30,43838|0|1|416,2965.67
2017-09-30,43838|0|1|423,2630.9
2017-09-30,43838|0|1|424,0.0
2017-09-30,43838|0|1|430,2657.49
2017-09-30,43838|0|1|435,2679.77
2017-09-30,43838|0|1|436,3098.45
2017-09-30,43838|0|1|441,1615.95
2017-09-30,43838|0|1|445,2724.21
2017-09-30,43838|0|1|446,2291.57
2017-09-30,43838|0|1|454,0.0
2017-09-30,43838|0|1|463,1143.6
2017-09-30,43838|0|1|480,2418.0
2017-09-30,43838|0|1|484,2592.55
2017-09-30,43838|0|1|491,1884.3
2017-09-30,43838|0|1|514,0.0
2017-09-30,43838|0|1|531,1541.7
2017-09-30,43838|0|1|557,2553.8300000000004
2017-09-30,43838|0|1|600,2630.83
2017-09-30,43838|0|1|605,2401.5
2017-09-30,43838|0|1|610,2344.25
2017-09-30,43838|0|1|612,2700.35
2017-09-30,43838|0|1|617,1791.59
2017-09-30,43838|0|1|618,1880.94
2017-09-30,43838|0|1|619,2639.48
2017-09-30,43838|0|1|623,0.0
2017-09-30,43838|0|1|624,2208.27
2017-09-30,43838|0|1|628,1341.94
2017-09-30,43838|0|1|642,1696.76
2017-09-30,43838|0|1|646,2211.72
2017-09-30,43838|0|1|647,1491.03
2017-09-30,43838|0|1|649,2738.61
2017-09-30,43838|0|1|662,1701.31
2017-09-30,43838|0|1|664,0.0
2017-09-30,43838|0|1|676,1633.3400000000001
2017-09-30,43838|0|1|678,742.02
2017-09-30,43838|0|1|683,2382.8199999999997
2017-09-30,43838|0|1|684,2597.1000000000004
2017-09-30,43838|0|1|687,2707.8199999999997
2017-09-30,43838|0|1|689,1486.33
2017-09-30,43838|0|1|690,2455.49
2017-09-30,43838|0|1|691,1615.3400000000001
2017-09-30,43838|0|1|693,1500.4899999999998
2017-09-30,43838|0|1|697,2065.05
2017-09-30,43838|0|1|703,2634.51
2017-09-30,43838|0|1|715,2801.8
2017-09-30,43838|0|1|717,2713.68
2017-09-30,43838|0|1|718,3136.16
2017-09-30,43838|0|1|722,0.0
2017-09-30,43838|0|1|735,3041.53
2017-09-30,43838|0|1|737,2345.35
2017-09-30,43838|0|1|738,2541.19
2017-09-30,43838|0|1|740,2012.8700000000001
2017-09-30,43838|0|1|743,1896.7
2017-09-30,43838|0|1|745,485.5
2017-09-30,43838|0|1|747,2316.8
2017-09-30,43838|0|1|755,2808.7699999999995
2017-09-30,43838|0|1|756,3346.44
2017-09-30,43838|0|1|758,2504.38
2017-09-30,43838|0|1|766,2775.54
2017-09-30,43838|0|1|769,2328.9700000000003
2017-09-30,43838|0|1|770,2398.1
2017-09-30,43838|0|1|773,2486.2
2017-09-30,43838|0|1|776,2873.81
2017-09-30,43838|0|1|779,2111.62
2017-09-30,43838|0|1|781,2123.3399999999997
2017-09-30,43838|0|1|784,2807.4199999999996
2017-09-30,43838|0|1|787,0.0
2017-09-30,43838|0|1|788,718.75
2017-09-30,43838|0|1|793,3108.98
2017-09-30,43838|0|1|796,0.0
2017-09-30,43838|0|1|798,1623.38
2017-09-30,43838|0|1|804,2236.8999999999996
2017-09-30,43838|0|1|815,0.0
2017-09-30,43838|0|1|825,1232.34
2017-09-30,43838|0|1|827,2706.85
2017-09-30,43838|0|1|839,880.0200000000001
2017-09-30,43838|0|1|840,2826.29
2017-09-30,43838|0|1|845,2614.29
2017-09-30,43838|0|1|850,0.0
2017-09-30,43838|0|1|851,1566.12
2017-09-30,43838|0|1|854,2039.0
2017-09-30,43838|0|1|859,939.8
2017-09-30,43838|0|1|860,2547.88
2017-09-30,43838|0|1|862,2389.42
2017-09-30,43838|0|1|866,1170.73
2017-09-30,43838|0|1|874,0.0
2017-09-30,43838|0|1|877,2105.63
2017-09-30,43838|0|1|880,1698.1499999999999
2017-09-30,43838|0|1|890,2663.17
2017-09-30,43838|0|1|896,2185.06
2017-09-30,43838|0|1|900,2845.94
2017-09-30,43838|0|1|90037,1749.3799999999999
2017-09-30,43838|0|1|90075,2890.78
2017-09-30,43838|0|1|90108,2158.13
2017-09-30,43838|0|1|909,1284.73
2017-09-30,43838|0|1|915,518.69
2017-09-30,43838|0|1|919,2641.0
2017-09-30,43838|0|1|923,2129.96
2017-09-30,43838|0|1|924,0.0
2017-09-30,43838|0|1|926,3148.08
2017-09-30,43838|0|1|928,3142.46
2017-09-30,43838|0|1|934,2107.27
2017-09-30,43838|0|1|935,2213.27
2017-09-30,43838|0|1|938,2212.15
2017-09-30,43838|0|1|939,2391.75
2017-09-30,43838|0|1|941,2922.94
2017-09-30,43838|0|1|942,1613.12
2017-09-30,43838|0|1|945,2031.82
2017-09-30,43838|0|1|946,1905.96
2017-09-30,43838|0|1|947,1599.3
2017-09-30,43838|0|1|948,0.0
2017-09-30,43838|0|1|956,2047.76
2017-09-30,43838|0|1|961,2532.91
2017-09-30,43838|0|1|968,2523.94
2017-09-30,43838|0|1|969,2202.96
2017-09-30,43838|0|1|971,3141.56
2017-09-30,43838|0|1|973,2537.21
2017-09-30,43838|0|1|977,2680.64
2017-09-30,43838|0|1|978,2898.87
2017-09-30,43838|0|1|983,2778.8
2017-09-30,43838|0|1|985,1314.57
2017-09-30,43838|0|1|990,1637.21
2017-09-30,43838|0|1|991,1015.55
2017-09-30,43838|0|1|994,1996.32
2017-09-30,43838|0|1|996,2232.37
2017-09-30,43838|0|1|998,2807.37
2017-09-30,43838|0|1|999,2336.96
2017-09-30,43838|0|3|447,5185.84
2017-09-30,43838|0|3|487,6702.93
2017-09-30,43838|0|3|508,3792.37
2017-09-30,43838|0|3|960,3500.01
2017-09-30,43838|0|3|970,2839.98
2017-09-30,43838|0|3|987,2545.98
2017-09-30,43838|1|3|1024,2445.17
2017-09-30,43838|1|3|1055,3285.1000000000004
2017-09-30,43838|1|3|724,0.0
2017-09-30,43838|1|3|726,3281.69
2017-09-30,43838|1|3|727,3005.99
2017-09-30,43838|1|3|728,3189.24
2017-09-30,43838|1|3|729,2891.39
2017-09-30,43838|1|3|732,0.0
2017-09-30,43838|1|3|995,3031.7
2017-09-30,480|0|1|198,2497.71
2017-09-30,480|0|1|229,0.0
2017-09-30,480|0|1|249,2288.64
2017-09-30,480|0|1|253,2180.94
2017-09-30,480|0|1|254,2401.76
2017-09-30,480|0|1|255,2670.07
2017-09-30,480|0|1|301,2232.33
2017-09-30,480|0|1|304,2304.02
2017-09-30,480|0|1|313,2134.94
2017-09-30,480|0|1|491,2115.24
2017-09-30,480|0|3|234,2450.91
2017-09-30,480|0|3|244,2457.53
2017-09-30,480|0|3|245,2237.47
2017-09-30,480|0|3|282,2978.4500000000003
2017-09-30,480|0|3|283,3007.92
2017-09-30,480|0|3|284,3855.98
2017-09-30,480|0|3|291,4232.45
2017-09-30,480|0|3|293,4517.5
2017-09-30,480|0|3|296,2344.58
2017-09-30,480|0|3|309,3600.0
2017-09-30,480|0|3|311,2700.0
2017-09-30,480|0|3|312,4176.66
2017-09-30,480|0|3|314,3450.92
2017-09-30,480|0|3|315,4550.85
2017-09-30,480|0|3|46,0.0
2017-09-30,480|0|3|49,3273.89
2017-09-30,480|0|3|490,3361.39
2017-09-30,480|0|3|494,2873.69
2017-09-30,480|0|3|68,2976.32
2017-09-30,480|0|3|9225,4277.8
2017-09-30,480|0|3|9228,0.0
2017-09-30,48568|0|3|10002,0.0
2017-09-30,48568|0|3|10008,1739.53
2017-09-30,48568|0|3|10053,1375.13
2017-09-30,48568|0|3|1049,1708.59
2017-09-30,48568|0|3|1060,0.0
2017-09-30,48568|0|3|1070,1847.33
2017-09-30,48568|0|3|10969,2093.76
2017-09-30,48568|0|3|11016,1489.8
2017-09-30,48568|0|3|1104,1220.72
2017-09-30,48568|0|3|11115,1417.6
2017-09-30,48568|0|3|11125,1753.26
2017-09-30,48568|0|3|1135,1038.35
2017-09-30,48568|0|3|11714,1960.35
2017-09-30,48568|0|3|11718,1330.42
2017-09-30,48568|0|3|11781,1303.53
2017-09-30,48568|0|3|12186,1623.87
2017-09-30,48568|0|3|1220,1867.97
2017-09-30,48568|0|3|12337,1873.6
2017-09-30,48568|0|3|12593,1537.6
2017-09-30,48568|0|3|1263,1881.41
2017-09-30,48568|0|3|13015,1658.25
2017-09-30,48568|0|3|13236,1279.21
2017-09-30,48568|0|3|13257,1612.32
2017-09-30,48568|0|3|13288,1794.52
2017-09-30,48568|0|3|1382,948.83
2017-09-30,48568|0|3|1432,1091.03
2017-09-30,48568|0|3|14338,2093.78
2017-09-30,48568|0|3|14339,2074.89
2017-09-30,48568|0|3|14342,0.0
2017-09-30,48568|0|3|14549,2039.34
2017-09-30,48568|0|3|14555,1533.26
2017-09-30,48568|0|3|14672,2011.1
2017-09-30,48568|0|3|1495,1852.89
2017-09-30,48568|0|3|1501,1745.42
2017-09-30,48568|0|3|15591,1420.13
2017-09-30,48568|0|3|15628,1377.29
2017-09-30,48568|0|3|15693,1812.97
2017-09-30,48568|0|3|15703,2045.5900000000001
2017-09-30,48568|0|3|15704,1611.99
2017-09-30,48568|0|3|15752,1541.6
2017-09-30,48568|0|3|15775,2119.7
2017-09-30,48568|0|3|15783,1595.14
2017-09-30,48568|0|3|15785,1736.08
2017-09-30,48568|0|3|15787,1575.75
2017-09-30,48568|0|3|15791,1230.73
2017-09-30,48568|0|3|15800,1516.07
2017-09-30,48568|0|3|15801,1908.28
2017-09-30,48568|0|3|15835,1749.84
2017-09-30,48568|0|3|1584,1615.76
2017-09-30,48568|0|3|15840,1738.01
2017-09-30,48568|0|3|15852,0.0
2017-09-30,48568|0|3|15854,1540.12
2017-09-30,48568|0|3|15857,1975.17
2017-09-30,48568|0|3|15868,1505.75
2017-09-30,48568|0|3|15871,1388.86
2017-09-30,48568|0|3|15873,0.0
2017-09-30,48568|0|3|15875,1395.75
2017-09-30,48568|0|3|15876,0.0
2017-09-30,48568|0|3|15883,1316.67
2017-09-30,48568|0|3|15885,1608.31
2017-09-30,48568|0|3|15889,1675.01
2017-09-30,48568|0|3|1589,0.0
2017-09-30,48568|0|3|15896,0.0
2017-09-30,48568|0|3|15902,1989.53
2017-09-30,48568|0|3|15906,1751.08
2017-09-30,48568|0|3|15914,2113.27
2017-09-30,48568|0|3|15916,1923.3
2017-09-30,48568|0|3|15926,1686.4
2017-09-30,48568|0|3|1595,1797.3
2017-09-30,48568|0|3|15981,1605.21
2017-09-30,48568|0|3|16031,1493.43
2017-09-30,48568|0|3|16033,1793.89
2017-09-30,48568|0|3|16035,1630.1299999999999
2017-09-30,48568|0|3|1612,2094.87
2017-09-30,48568|0|3|1623,1210.09
2017-09-30,48568|0|3|1643,1453.24
2017-09-30,48568|0|3|16446,1763.71
2017-09-30,48568|0|3|16472,1651.39
2017-09-30,48568|0|3|16565,1987.99
2017-09-30,48568|0|3|16588,1875.18
2017-09-30,48568|0|3|16701,0.0
2017-09-30,48568|0|3|1679,1608.3
2017-09-30,48568|0|3|16883,0.0
2017-09-30,48568|0|3|16899,2259.43
2017-09-30,48568|0|3|1695,1411.9
2017-09-30,48568|0|3|1704,1974.0
2017-09-30,48568|0|3|17105,1373.66
2017-09-30,48568|0|3|17141,1447.62
2017-09-30,48568|0|3|17195,1301.87
2017-09-30,48568|0|3|17199,1289.17
2017-09-30,48568|0|3|17208,1813.56
2017-09-30,48568|0|3|17223,2056.28
2017-09-30,48568|0|3|17471,2115.73
2017-09-30,48568|0|3|17600,1334.17
2017-09-30,48568|0|3|17617,1687.67
2017-09-30,48568|0|3|17822,1368.58
2017-09-30,48568|0|3|1794,1811.72
2017-09-30,48568|0|3|1822,2279.27
2017-09-30,48568|0|3|1828,2866.01
2017-09-30,48568|0|3|1843,1437.0
2017-09-30,48568|0|3|18445,1794.52
2017-09-30,48568|0|3|18462,1925.29
2017-09-30,48568|0|3|18483,1610.65
2017-09-30,48568|0|3|18729,1541.61
2017-09-30,48568|0|3|18790,1523.27
2017-09-30,48568|0|3|18791,1048.85
2017-09-30,48568|0|3|18792,1642.13
2017-09-30,48568|0|3|18803,2161.86
2017-09-30,48568|0|3|18807,1764.26
2017-09-30,48568|0|3|18835,0.0
2017-09-30,48568|0|3|18906,1810.8
2017-09-30,48568|0|3|18948,1666.11
2017-09-30,48568|0|3|19028,0.0
2017-09-30,48568|0|3|19159,1151.68
2017-09-30,48568|0|3|19182,1586.77
2017-09-30,48568|0|3|19433,1495.78
2017-09-30,48568|0|3|19467,2043.79
2017-09-30,48568|0|3|1958,2119.7
2017-09-30,48568|0|3|19655,1933.6
2017-09-30,48568|0|3|20043,1618.83
2017-09-30,48568|0|3|20152,2026.02
2017-09-30,48568|0|3|20153,1599.69
2017-09-30,48568|0|3|20211,1303.92
2017-09-30,48568|0|3|20213,1857.9
2017-09-30,48568|0|3|20242,1684.41
2017-09-30,48568|0|3|20263,1572.74
2017-09-30,48568|0|3|203,1227.29
2017-09-30,48568|0|3|20331,1167.57
2017-09-30,48568|0|3|20342,1948.24
2017-09-30,48568|0|3|20415,1473.61
2017-09-30,48568|0|3|2047,1385.44
2017-09-30,48568|0|3|20482,1358.21
2017-09-30,48568|0|3|20564,1745.75
2017-09-30,48568|0|3|20808,2162.43
2017-09-30,48568|0|3|2117,1210.1
2017-09-30,48568|0|3|2131,1895.47
2017-09-30,48568|0|3|2135,1579.19
2017-09-30,48568|0|3|21401,1878.84
2017-09-30,48568|0|3|21406,1414.25
2017-09-30,48568|0|3|21474,2004.31
2017-09-30,48568|0|3|21475,1630.81
2017-09-30,48568|0|3|21533,1032.96
2017-09-30,48568|0|3|21555,1182.03
2017-09-30,48568|0|3|21617,1468.42
